BARCODE	INDEs	DATE	S.TIME	E.TIME	CYCLE	JOB	RESULT	USER	LOTINFO	MACHINE	SIDE
 	 5074	2020-11-27	10:19:59	10:20:15	   16	5000-001432	GuD	SV	 	KOHYOUNG	T
Component ID	PadID	Height(um)	Volume(%)	 Area(%)	OffsetX(mm)	OffsetY(mm)	     Job	    Spec	Array	PinNumber	  Result	 Barcode	
      1:Q1	  582	 138.315	 113.715	 104.413	   0.015	   0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  583	 139.570	 114.654	 104.328	   0.010	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  584	 143.280	 119.686	 106.087	   0.000	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  585	 152.777	 129.245	 107.438	  -0.002	  -0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  586	 158.800	 135.966	 108.738	   0.002	  -0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  587	 147.790	 121.715	 104.593	   0.004	  -0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  588	 133.434	 108.787	 103.542	   0.003	   0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  589	 134.201	 109.234	 103.372	   0.003	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  590	 139.483	 114.052	 103.845	   0.009	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  591	 141.727	 116.162	 104.092	   0.009	   0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  592	 146.760	 122.077	 105.640	  -0.009	   0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  593	 161.532	 135.684	 106.678	  -0.003	  -0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  594	 159.850	 134.722	 107.036	   0.002	  -0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  595	 154.241	 127.034	 104.598	   0.003	  -0.014	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  596	 140.922	 114.962	 103.604	   0.001	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  597	 138.311	 112.402	 103.210	  -0.001	   0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  598	 143.434	 117.026	 103.618	   0.003	   0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  599	 142.385	 115.857	 103.339	   0.004	   0.010	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  600	 146.092	 122.515	 106.504	  -0.006	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  601	 156.502	 130.279	 105.720	  -0.004	  -0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  602	 161.525	 135.606	 106.620	  -0.010	  -0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  603	 144.893	 117.938	 103.373	  -0.004	  -0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  604	 139.209	 112.379	 102.523	  -0.003	   0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  605	 136.028	 109.602	 102.328	  -0.003	  -0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  606	 143.069	 116.049	 103.015	   0.003	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  607	 143.249	 115.995	 102.838	   0.001	   0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  608	 143.718	 117.925	 104.207	  -0.013	  -0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  609	 157.627	 131.499	 105.949	  -0.012	  -0.010	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  610	 160.128	 134.702	 106.835	  -0.011	  -0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  611	 146.853	 121.286	 104.889	  -0.004	  -0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  612	 137.041	 110.503	 102.407	  -0.005	   0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  613	 133.174	 107.898	 102.895	  -0.011	   0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  614	 140.889	 114.437	 103.156	  -0.004	   0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  615	 141.054	 114.204	 102.826	  -0.004	   0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  616	 141.384	 117.448	 105.499	  -0.012	   0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  617	 153.067	 128.967	 107.005	  -0.010	  -0.017	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  618	 153.447	 131.761	 109.052	  -0.014	  -0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  619	 139.977	 116.130	 105.364	  -0.008	  -0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  620	 133.873	 108.986	 103.391	  -0.007	  -0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  621	 132.626	 108.010	 103.428	  -0.010	  -0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  622	 141.436	 115.963	 104.127	  -0.010	   0.000	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  623	 139.238	 114.005	 103.984	  -0.012	   0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  624	 136.028	 113.019	 105.518	  -0.020	   0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  625	 155.994	 129.514	 105.441	  -0.021	  -0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  626	 156.716	 132.102	 107.054	  -0.021	  -0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  627	 142.756	 119.377	 106.202	  -0.016	  -0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  628	 134.431	 109.088	 103.058	  -0.015	   0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  629	 131.224	 106.842	 103.403	  -0.013	  -0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  630	 137.473	 111.480	 102.988	  -0.014	   0.000	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  631	 135.852	 110.415	 103.220	  -0.012	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  632	 135.611	 114.645	 107.365	  -0.020	   0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  633	 158.140	 131.475	 105.586	  -0.024	  -0.019	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  634	 161.281	 134.714	 106.080	  -0.020	  -0.011	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  635	 140.969	 115.820	 104.344	  -0.021	  -0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  636	 134.596	 108.900	 102.754	  -0.019	  -0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  637	 135.691	 109.198	 102.203	  -0.021	  -0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  638	 140.750	 113.670	 102.566	  -0.016	  -0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  639	 140.242	 113.191	 102.503	  -0.018	  -0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  640	 142.496	 117.842	 105.028	  -0.028	   0.000	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  641	 155.038	 128.850	 105.548	  -0.024	  -0.017	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  642	 158.682	 133.148	 106.564	  -0.020	  -0.010	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  643	 140.292	 117.914	 106.742	  -0.022	  -0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  644	 133.384	 108.607	 103.409	  -0.020	  -0.010	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  645	 131.524	 107.207	 103.519	  -0.021	  -0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  646	 139.715	 113.083	 102.792	  -0.014	  -0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  647	 139.504	 113.580	 103.400	  -0.016	  -0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  648	 136.869	 114.098	 105.870	  -0.030	  -0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  649	 155.981	 131.817	 107.326	  -0.018	  -0.021	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  650	 154.799	 131.347	 107.759	  -0.024	  -0.014	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  651	 143.181	 122.282	 108.462	  -0.011	  -0.017	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  652	 134.177	 110.115	 104.225	  -0.008	  -0.019	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  653	 133.016	 109.283	 104.340	  -0.018	  -0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  654	 134.196	 109.919	 104.025	  -0.012	  -0.010	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  655	 137.131	 112.277	 103.983	  -0.015	  -0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  656	 137.124	 116.845	 108.218	  -0.024	  -0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  657	 152.563	 131.166	 109.188	  -0.012	  -0.030	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  658	 153.635	 133.643	 110.474	  -0.013	  -0.033	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  659	 145.588	 124.075	 108.233	  -0.009	  -0.019	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  660	 139.045	 115.444	 105.444	  -0.008	  -0.020	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  661	 138.249	 114.535	 105.216	  -0.008	  -0.017	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  662	 142.678	 118.321	 105.319	  -0.005	  -0.015	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  663	 141.972	 117.063	 104.718	   0.002	  -0.011	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  664	 139.992	 119.234	 108.169	  -0.014	  -0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  665	 157.648	 132.971	 107.121	  -0.010	  -0.021	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  666	 155.743	 132.681	 108.194	  -0.007	  -0.024	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  667	 150.593	 127.353	 107.401	   0.004	  -0.019	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  668	 143.881	 116.862	 103.151	  -0.003	  -0.025	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  669	 140.224	 114.859	 104.027	  -0.004	  -0.011	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  670	 142.418	 116.609	 103.985	  -0.001	  -0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  671	 141.611	 116.372	 104.365	   0.000	  -0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  672	 138.882	 117.316	 107.279	  -0.009	  -0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  673	 159.010	 133.967	 106.999	  -0.005	  -0.011	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  674	 160.357	 136.378	 108.009	  -0.006	  -0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  675	 143.382	 118.903	 105.318	  -0.002	  -0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  676	 142.242	 116.194	 103.743	   0.003	  -0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  677	 137.180	 111.557	 103.278	   0.001	   0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  678	 145.981	 119.261	 103.754	   0.004	   0.000	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  679	 144.530	 118.112	 103.786	   0.008	   0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  680	 142.506	 117.981	 105.144	  -0.013	   0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  681	 163.079	 137.407	 107.008	  -0.006	  -0.014	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  682	 160.322	 136.732	 108.313	  -0.004	  -0.011	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  683	 153.379	 128.875	 106.711	   0.004	  -0.018	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  684	 141.071	 116.024	 104.451	   0.007	  -0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  685	 137.675	 113.672	 104.859	   0.002	  -0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  686	 145.420	 119.356	 104.238	   0.002	   0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  687	 142.928	 118.243	 105.066	   0.005	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  688	 143.245	 121.172	 107.430	  -0.005	  -0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  689	 154.404	 131.610	 108.252	  -0.001	  -0.018	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  690	 154.398	 133.247	 109.602	  -0.006	  -0.016	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  691	 156.611	 131.565	 106.689	   0.009	  -0.029	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  692	 136.797	 113.402	 105.281	   0.006	  -0.013	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  693	 136.007	 112.802	 105.332	   0.001	  -0.014	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  694	 138.543	 115.026	 105.442	   0.003	  -0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  695	 141.518	 117.340	 105.302	   0.003	   0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  696	 145.248	 123.516	 107.999	  -0.008	   0.000	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  697	 155.114	 133.194	 109.053	   0.006	  -0.018	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  698	 156.244	 136.965	 111.330	   0.002	  -0.024	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  699	 156.554	 133.133	 108.000	   0.018	  -0.017	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  700	 135.805	 113.014	 105.687	   0.013	  -0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  701	 136.209	 112.755	 105.131	   0.009	  -0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  702	 138.669	 115.409	 105.697	   0.013	   0.000	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  703	 140.240	 115.982	 105.032	   0.013	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  704	 141.653	 120.145	 107.716	   0.002	   0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  705	 154.914	 131.680	 107.953	   0.006	  -0.011	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  706	 159.952	 137.734	 109.360	   0.006	  -0.010	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  707	 150.026	 125.228	 106.008	   0.013	  -0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  708	 137.615	 112.615	 103.929	   0.017	   0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  709	 136.912	 111.632	 103.550	   0.019	   0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  710	 141.013	 115.699	 104.202	   0.017	   0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  711	 142.014	 116.429	 104.120	   0.023	   0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  712	 149.151	 124.919	 106.366	   0.010	   0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  713	 159.201	 132.490	 105.691	   0.008	  -0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  714	 163.786	 138.308	 107.244	   0.006	  -0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  715	 154.739	 126.910	 104.160	   0.008	  -0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  716	 140.893	 113.972	 102.734	   0.015	   0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  717	 139.490	 112.605	 102.523	   0.014	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  718	 145.983	 118.484	 103.077	   0.017	   0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  719	 146.061	 118.430	 102.975	   0.014	   0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  720	 148.496	 122.782	 105.009	   0.000	   0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  721	 159.503	 136.803	 108.926	   0.007	  -0.021	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  722	 162.504	 141.405	 110.511	   0.006	  -0.027	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  723	 161.363	 136.389	 107.345	   0.019	  -0.020	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  724	 140.498	 115.448	 104.357	   0.012	  -0.010	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  725	 141.958	 115.043	 102.921	   0.008	  -0.018	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  726	 146.566	 120.965	 104.817	   0.010	  -0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  727	 144.939	 118.978	 104.253	   0.015	  -0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  728	 152.229	 126.008	 105.124	   0.006	  -0.014	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  729	 160.679	 138.735	 109.655	   0.007	  -0.022	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  730	 164.840	 143.841	 110.821	   0.014	  -0.042	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  731	 161.197	 134.776	 106.184	   0.014	  -0.034	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  732	 144.667	 120.227	 105.545	   0.017	  -0.027	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  733	 143.607	 118.990	 105.229	   0.014	  -0.021	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  734	 148.268	 122.798	 105.184	   0.015	  -0.018	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  735	 146.158	 121.548	 105.616	   0.020	  -0.015	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  736	 151.079	 128.311	 107.860	   0.010	  -0.011	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  737	 156.301	 135.498	 110.098	   0.005	  -0.028	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  738	 164.090	 145.247	 112.417	   0.009	  -0.049	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  739	 162.537	 138.049	 107.867	   0.014	  -0.042	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  740	 142.084	 118.147	 105.605	   0.013	  -0.038	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  741	 142.200	 117.925	 105.320	   0.016	  -0.032	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  742	 143.125	 118.992	 105.586	   0.013	  -0.018	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  743	 143.867	 119.682	 105.650	   0.011	  -0.016	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  744	 146.276	 124.420	 108.025	   0.003	  -0.017	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  745	 161.451	 139.033	 109.366	  -0.002	  -0.041	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  746	 174.780	 156.116	 113.439	   0.001	  -0.079	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  747	 171.178	 145.228	 107.748	  -0.013	  -0.044	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  748	 149.553	 127.752	 108.487	  -0.001	  -0.071	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  749	 153.063	 130.412	 108.206	   0.002	  -0.065	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  750	 149.313	 125.514	 106.757	  -0.003	  -0.040	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  751	 151.098	 126.738	 106.525	   0.000	  -0.032	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  752	 149.993	 128.408	 108.724	  -0.009	  -0.022	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  753	 158.819	 135.171	 108.090	  -0.004	  -0.024	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  754	 165.866	 143.770	 110.081	   0.001	  -0.057	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  755	 165.524	 141.110	 108.268	  -0.007	  -0.050	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  756	 149.149	 124.189	 105.747	   0.006	  -0.036	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  757	 147.817	 124.047	 106.578	   0.006	  -0.036	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  758	 146.788	 121.785	 105.367	   0.007	  -0.020	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  759	 145.781	 121.658	 105.985	   0.006	  -0.017	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  760	 145.377	 123.139	 107.573	  -0.008	  -0.021	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  761	 160.496	 137.851	 109.081	  -0.014	  -0.033	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  762	 170.566	 149.920	 111.628	  -0.006	  -0.066	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  763	 161.551	 136.956	 107.665	   0.003	  -0.039	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  764	 152.815	 126.223	 104.900	  -0.001	  -0.038	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  765	 150.371	 124.132	 104.839	  -0.003	  -0.039	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  766	 149.193	 123.202	 104.875	   0.001	  -0.020	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  767	 145.815	 121.114	 105.486	   0.004	  -0.017	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  768	 146.208	 123.092	 106.921	  -0.010	  -0.013	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  769	 159.430	 134.349	 107.020	  -0.018	  -0.039	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  770	 169.623	 145.996	 109.310	  -0.016	  -0.071	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  771	 158.802	 133.271	 106.582	  -0.007	  -0.054	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  772	 153.133	 123.158	 102.140	  -0.005	  -0.058	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  773	 149.797	 121.391	 102.917	  -0.005	  -0.050	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  774	 149.842	 121.948	 103.358	  -0.003	  -0.034	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  775	 147.106	 120.296	 103.855	  -0.003	  -0.033	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
